Time1	2B
1.36099000040092505515e+002	2.29759999999999990905e+001
1.36192000040085986257e+002	2.29830000000000005400e+001
1.36286000040010549128e+002	2.29830000000000005400e+001
1.36379000040004029870e+002	2.29810000000000016485e+001
1.36473000040045008063e+002	2.29869999999999983231e+001
1.36567000040085986257e+002	2.29879999999999995453e+001
1.36660000040079466999e+002	2.29879999999999995453e+001
1.36754000040004029870e+002	2.29920000000000008811e+001
1.36847000039997510612e+002	2.29950000000000009948e+001
1.36941000040038488805e+002	2.29969999999999998863e+001
1.37035000040079466999e+002	2.29969999999999998863e+001
1.37128000040072947741e+002	2.29969999999999998863e+001
1.37222000039997510612e+002	2.30019999999999988916e+001
1.37315000040107406676e+002	2.30049999999999990052e+001
1.37409000040031969547e+002	2.30079999999999991189e+001
1.37503000040072947741e+002	2.30100000000000015632e+001
1.37596000040066428483e+002	2.30100000000000015632e+001
1.37690000040107406676e+002	2.30159999999999982379e+001
1.37783000040100887418e+002	2.30189999999999983515e+001
1.37877000040025450289e+002	2.30189999999999983515e+001
1.37971000040066428483e+002	2.30189999999999983515e+001
1.38064000040059909225e+002	2.30240000000000009095e+001
1.38158000040100887418e+002	2.30270000000000010232e+001
1.38251000040094368160e+002	2.30309999999999988063e+001
1.38345000040018931031e+002	2.30339999999999989200e+001
1.38439000040059909225e+002	2.30339999999999989200e+001
1.38532000040053389966e+002	2.30360000000000013642e+001
1.38626000040094368160e+002	2.30390000000000014779e+001
1.38719000040087848902e+002	2.30420000000000015916e+001
1.38813000040012411773e+002	2.30420000000000015916e+001
1.38907000040053389966e+002	2.30450000000000017053e+001
1.39000000040046870708e+002	2.30489999999999994884e+001
1.39094000040087848902e+002	2.30489999999999994884e+001
1.39187000040081329644e+002	2.30530000000000008242e+001
1.39281000040005892515e+002	2.30530000000000008242e+001
1.39375000040046870708e+002	2.30569999999999986073e+001
1.39468000040040351450e+002	2.30590000000000010516e+001
1.39562000040081329644e+002	2.30629999999999988347e+001
1.39655000040074810386e+002	2.30629999999999988347e+001
1.39749000039999373257e+002	2.30650000000000012790e+001
1.39843000040040351450e+002	2.30689999999999990621e+001
1.39936000040033832192e+002	2.30710000000000015064e+001
1.40045000040088780224e+002	2.30749999999999992895e+001
1.40139000040013343096e+002	2.30749999999999992895e+001
1.40233000040054321289e+002	2.30770000000000017337e+001
1.40326000040047802031e+002	2.30820000000000007390e+001
1.40420000040088780224e+002	2.30809999999999995168e+001
1.40513000040082260966e+002	2.30869999999999997442e+001
1.40607000040006823838e+002	2.30869999999999997442e+001
1.40701000040047802031e+002	2.30880000000000009663e+001
1.40794000040041282773e+002	2.30889999999999986358e+001
1.40888000040082260966e+002	2.30899999999999998579e+001
1.40981000040075741708e+002	2.30899999999999998579e+001
1.41075000040000304580e+002	2.30979999999999989768e+001
1.41169000040041282773e+002	2.31000000000000014211e+001
1.41262000040034763515e+002	2.31039999999999992042e+001
1.41356000040075741708e+002	2.31069999999999993179e+001
1.41449000040069222450e+002	2.31069999999999993179e+001
1.41543000040110200644e+002	2.31090000000000017621e+001
1.41637000040034763515e+002	2.31140000000000007674e+001
